id_noclegu	data_przyjazdu	data_wyjazdu	nr_dowodu	nr_pokoju	uslugi
514	2013-07-25	2013-07-26	CZA955699	206	1100
515	2013-07-25	2013-07-26	TZC143447	318	1010
516	2013-07-25	2013-07-26	PRR248178	103	0010
517	2013-07-25	2013-07-26	RMR532011	506	1010
518	2013-07-25	2013-07-26	EYD964380	417	1010
519	2013-07-25	2013-07-26	EDM733986	112	1010
520	2013-07-25	2013-07-26	MRJ555488	106	1011
521	2013-07-25	2013-07-26	PAK720178	310	1010
522	2013-07-25	2013-07-26	RAC222073	410	1001
523	2013-07-25	2013-07-26	ARS765497	207	1000
524	2013-07-25	2013-07-26	COP438280	305	1110
525	2013-07-25	2013-07-26	LAU904509	306	1011
526	2013-07-25	2013-07-26	ZOX192351	114	1000
527	2013-07-25	2013-07-27	NGC432837	118	2022
528	2013-07-25	2013-07-26	JAA932190	405	1010
529	2013-07-25	2013-07-26	RTR995050	411	1000
530	2013-07-26	2013-07-27	LIM471477	116	0011
531	2013-07-27	2013-07-28	UMU870948	508	1110
532	2013-07-28	2013-07-29	CIE745697	320	1110
533	2013-07-28	2013-07-29	MCM127068	314	0010
534	2013-07-28	2013-07-29	EMC583136	204	1110
535	2013-07-28	2013-07-29	ENM638210	108	1111
536	2013-07-28	2013-07-30	AIN410341	509	2221
537	2013-07-28	2013-07-29	RDU676711	120	1000
538	2013-07-28	2013-07-31	NJA585128	210	3030
539	2013-07-28	2013-07-30	CCE703436	105	2020
540	2013-07-29	2013-07-30	ICX612585	119	1001
541	2013-07-29	2013-07-30	OMH575366	316	0010
542	2013-07-29	2013-07-30	RCK722634	212	1000
543	2013-07-29	2013-07-30	CCE657591	412	1100
544	2013-07-29	2013-07-30	ECA721922	102	1111
545	2013-07-29	2013-07-30	SOW507048	115	1101
546	2013-07-29	2013-07-30	JRE691923	307	1000
547	2013-07-29	2013-07-30	OLC963796	109	1011
548	2013-07-29	2013-07-30	JOE247555	504	1000
549	2013-07-29	2013-07-30	RLU769145	211	1000
550	2013-07-29	2013-07-30	NNB253694	203	0000
551	2013-07-29	2013-07-30	LTA246778	414	1000
552	2013-07-29	2013-07-30	AAW596622	312	1110
553	2013-07-29	2013-07-30	MAM505460	308	1010
554	2013-07-29	2013-07-30	CRU699878	304	1110
555	2013-07-29	2013-07-30	SGH173561	402	1001
556	2013-07-29	2013-07-30	LCP633089	319	1011
557	2013-07-29	2013-07-30	LRS264199	215	1010
558	2013-07-29	2013-07-30	UJC323388	208	1000
559	2013-07-29	2013-07-30	CYA364758	117	1100
560	2013-07-29	2013-07-30	ORM345434	104	1010
561	2013-07-29	2013-07-30	LGS507566	406	1011
562	2013-07-29	2013-07-30	STU761241	418	1100
563	2013-07-29	2013-07-30	ZDM773287	408	1011
564	2013-07-29	2013-07-30	ZCR643933	415	0100
565	2013-07-29	2013-07-31	HZG574029	413	2001
566	2013-07-29	2013-07-30	DNH895181	315	1110
567	2013-07-29	2013-07-30	DMD770179	309	1001
568	2013-07-29	2013-07-30	NAD793510	219	1101
569	2013-07-29	2013-07-30	ORM762654	416	1110
570	2013-07-29	2013-07-30	EMW201788	214	1010
571	2013-07-29	2013-07-31	SRE116513	404	2000
572	2013-07-29	2013-08-01	RBM949404	306	3030
573	2013-07-29	2013-07-30	CNM635332	113	1000
574	2013-07-29	2013-07-30	NKT810712	216	1000
575	2013-07-30	2013-07-31	RSX280052	505	1100
576	2013-07-30	2013-07-31	RJT752154	205	1000
577	2013-07-30	2013-07-31	ACM571209	101	1000
578	2013-07-30	2013-07-31	BKW837550	403	1101
579	2013-07-30	2013-07-31	CNW831746	317	1010
580	2013-07-30	2013-08-01	STM421808	420	2220
581	2013-07-30	2013-07-31	JGM504910	507	1110
582	2013-07-30	2013-07-31	RNG257822	106	1000
583	2013-07-30	2013-07-31	ICE575666	209	1001
584	2013-07-30	2013-07-31	SZH652130	510	1101
585	2013-07-30	2013-07-31	LRH249243	409	1100
586	2013-07-30	2013-08-02	PNW585680	501	3100
587	2013-07-30	2013-07-31	ENJ374865	217	1010
588	2013-07-30	2013-08-01	BLP133931	313	0020
589	2013-07-30	2013-08-02	CNB608234	407	3001
590	2013-07-30	2013-07-31	RKW124197	218	1110
591	2013-07-31	2013-08-03	NRU104496	503	3330
592	2013-07-31	2013-08-01	LRA211005	311	1000
593	2013-07-31	2013-08-01	DKU640593	220	1100
594	2013-07-31	2013-08-01	EYD791158	110	1010
595	2013-07-31	2013-08-01	ACB892867	401	0010
596	2013-07-31	2013-08-01	LRM698244	213	1010
597	2013-07-31	2013-08-01	MDU264944	301	1011
598	2013-07-31	2013-08-01	EDJ564662	201	1110
599	2013-07-31	2013-08-01	AMD206704	302	1111
600	2013-07-31	2013-08-01	NRR382478	303	1100
601	2013-07-31	2013-08-01	KAT874826	415	1001
602	2013-07-31	2013-08-01	COA220333	403	1010
603	2013-07-31	2013-08-01	NRX509087	219	1001
604	2013-07-31	2013-08-01	LMD975247	206	1000
605	2013-07-31	2013-08-01	OAK669674	101	1000
606	2013-07-31	2013-08-02	AKE703562	315	2000
607	2013-07-31	2013-08-01	BRB662832	308	1000
608	2013-07-31	2013-08-01	NBK531237	413	1110
609	2013-07-31	2013-08-01	ANH308609	107	1010
610	2013-07-31	2013-08-02	ADT228900	202	2200
611	2013-07-31	2013-08-01	IGZ553587	204	1110
612	2013-07-31	2013-08-01	LRE374319	106	1110
613	2013-07-31	2013-08-01	CMH328081	408	1000
614	2013-07-31	2013-08-01	ENM468972	108	1000
615	2013-07-31	2013-08-01	DNH167930	507	1001
616	2013-07-31	2013-08-01	SZD760152	209	1000
617	2013-07-31	2013-08-01	RRJ398527	410	1001
618	2013-07-31	2013-08-02	RCD122609	506	2000
619	2013-07-31	2013-08-01	ALD140562	116	1100
620	2013-07-31	2013-08-01	AGW642693	113	1100
621	2013-07-31	2013-08-02	KWK958050	502	2000
622	2013-07-31	2013-08-01	SNC354207	203	1010
623	2013-08-01	2013-08-02	ADC445140	102	1010
624	2013-08-01	2013-08-02	NCM689382	208	1101
625	2013-08-01	2013-08-03	SIS395155	504	2020
626	2013-08-01	2013-08-02	GNM678315	405	1100
627	2013-08-01	2013-08-02	RND543878	104	1000
628	2013-08-01	2013-08-02	EAU333938	103	1000
629	2013-08-01	2013-08-02	IRJ743905	420	1100
630	2013-08-01	2013-08-02	RYB976917	417	1010
631	2013-08-01	2013-08-02	LMK150795	210	1011
632	2013-08-01	2013-08-03	TRD149814	216	2222
633	2013-08-01	2013-08-02	RMK774243	306	1101
634	2013-08-01	2013-08-02	WOR834088	115	1100
635	2013-08-01	2013-08-02	SRJ380030	401	1010
636	2013-08-01	2013-08-03	CNM542367	407	2220
637	2013-08-01	2013-08-02	UZW764717	117	1100
638	2013-08-02	2013-08-03	EAB565465	317	0000
639	2013-08-02	2013-08-03	ARA862039	207	1000
640	2013-08-02	2013-08-03	CNE544676	416	1100
641	2013-08-02	2013-08-05	ODB538567	414	3303
642	2013-08-02	2013-08-03	OZR230478	508	1010
643	2013-08-03	2013-08-04	EGM129288	213	1100
644	2013-08-04	2013-08-05	LKK542319	201	1110
645	2013-08-04	2013-08-07	OFW124955	211	3000
646	2013-08-05	2013-08-06	LGE794849	114	1011
647	2013-08-05	2013-08-06	ZCD602175	404	1100
648	2013-08-05	2013-08-06	KLF735943	205	1000
649	2013-08-05	2013-08-07	LME446776	312	2002
650	2013-08-05	2013-08-06	KLS689304	118	1010
651	2013-08-05	2013-08-06	STP195612	320	1110
652	2013-08-05	2013-08-06	LKP438176	105	1000
653	2013-08-05	2013-08-06	RLM713217	509	1110
654	2013-08-05	2013-08-06	LRS759564	212	1000
655	2013-08-05	2013-08-09	OTK325652	218	4441
656	2013-08-05	2013-08-06	RNW227917	215	1110
657	2013-08-05	2013-08-08	WFH560860	418	3000
658	2013-08-05	2013-08-06	RIG854360	220	1000
659	2013-08-05	2013-08-06	ENC548039	402	1010
660	2013-08-05	2013-08-06	ORS205775	214	1110
661	2013-08-05	2013-08-06	LNK924826	110	1111
662	2013-08-05	2013-08-07	BKA599585	301	2200
663	2013-08-06	2013-08-07	KLH143380	109	1110
664	2013-08-06	2013-08-07	NAD322028	510	1010
665	2013-08-06	2013-08-07	TMW589808	501	1000
666	2013-08-06	2013-08-07	SKG991730	314	1010
667	2013-08-06	2013-08-07	AZM441602	311	0000
668	2013-08-06	2013-08-07	DNB709477	307	1010
669	2013-08-06	2013-08-07	RZK588366	217	1110
670	2013-08-06	2013-08-07	ZKK174835	318	1000
671	2013-08-06	2013-08-07	JRA585894	412	1100
672	2013-08-06	2013-08-07	WTB539123	111	1101
673	2013-08-06	2013-08-08	CNB289398	305	2000
674	2013-08-06	2013-08-08	OZM653400	406	2020
675	2013-08-06	2013-08-08	ZWB583579	102	2200
676	2013-08-06	2013-08-08	ZCX143126	505	2022
677	2013-08-06	2013-08-08	BRK348644	112	2220
678	2013-08-06	2013-08-08	WNK453188	120	2000
679	2013-08-06	2013-08-07	SBW714055	419	1010
680	2013-08-06	2013-08-09	BLR832522	302	3001
681	2013-08-06	2013-08-07	JJA406607	310	1100
682	2013-08-07	2013-08-08	RCP757375	310	0100
683	2013-08-07	2013-08-08	PIB823840	313	1000
684	2013-08-07	2013-08-08	DOD512683	214	1000
685	2013-08-07	2013-08-08	GNH651812	320	1100
686	2013-08-07	2013-08-08	LEW271236	309	1010
687	2013-08-07	2013-08-08	IZS508691	306	1001
688	2013-08-07	2013-08-08	JRU148841	114	1110
689	2013-08-07	2013-08-08	KWC365202	211	1100
690	2013-08-07	2013-08-09	RCU712132	317	2020
691	2013-08-07	2013-08-08	SEM640686	209	1010
692	2013-08-07	2013-08-10	ENW161435	305	3301
693	2013-08-07	2013-08-09	TGC743947	113	2000
694	2013-08-07	2013-08-08	DND601846	104	1111
695	2013-08-08	2013-08-09	AZP120173	109	1010
696	2013-08-08	2013-08-09	MOW573734	212	1110
697	2013-08-08	2013-08-09	LRB778048	110	1010
698	2013-08-08	2013-08-09	WOA600490	308	1000
699	2013-08-08	2013-08-09	OCR933492	216	0100
700	2013-08-08	2013-08-09	ZOE487456	408	1000
701	2013-08-08	2013-08-09	JRS460017	219	1000
702	2013-08-08	2013-08-09	EFM850438	115	1001
703	2013-08-08	2013-08-10	CRX541049	301	2000
704	2013-08-08	2013-08-09	EKD802545	415	1001
705	2013-08-08	2013-08-10	JAF111211	402	2000
706	2013-08-08	2013-08-09	RZJ613946	111	1000
707	2013-08-08	2013-08-11	NZH105913	307	3001
708	2013-08-08	2013-08-12	EKS474398	207	4440
709	2013-08-08	2013-08-09	GZH468077	203	1100
710	2013-08-08	2013-08-09	WGC657062	105	1100
711	2013-08-08	2013-08-09	LZF182009	310	1000
712	2013-08-08	2013-08-09	NCC661466	202	1110
713	2013-08-08	2013-08-13	IAM350343	416	5050
714	2013-08-09	2013-08-10	OBR535752	312	1010
715	2013-08-09	2013-08-10	PMS940809	108	1100
716	2013-08-09	2013-08-10	MRF369007	117	1000
717	2013-08-09	2013-08-10	GAP884529	404	1010
718	2013-08-09	2013-08-10	RAS236871	206	1100
719	2013-08-09	2013-08-10	LAM442934	118	0000
720	2013-08-09	2013-08-10	KCD664951	304	1100
721	2013-08-09	2013-08-13	ECH159752	413	0040
722	2013-08-09	2013-08-10	NGS627376	311	1111
723	2013-08-09	2013-08-10	RBG104837	405	1000
724	2013-08-09	2013-08-10	WTJ182049	417	1010
725	2013-08-09	2013-08-10	YCT199664	101	1010
726	2013-08-09	2013-08-10	ITK752384	313	0001
727	2013-08-09	2013-08-10	RNR289601	201	1000
728	2013-08-09	2013-08-12	ERG247179	106	3000
729	2013-08-09	2013-08-10	CAE208057	419	1110
730	2013-08-09	2013-08-11	ARE827054	318	0022
731	2013-08-09	2013-08-10	ACW464933	407	1010
732	2013-08-09	2013-08-10	AWD873194	410	1100
733	2013-08-09	2013-08-10	ETT310415	303	1010
734	2013-08-09	2013-08-11	OYE669390	119	2222
735	2013-08-09	2013-08-10	RNM806180	406	1110
736	2013-08-09	2013-08-10	RGD616350	412	1010
737	2013-08-09	2013-08-10	GRH913966	403	1000
738	2013-08-10	2013-08-11	SCC775412	409	1011
739	2013-08-10	2013-08-11	RNS754184	302	1000
740	2013-08-10	2013-08-11	SMK448208	217	1100
741	2013-08-10	2013-08-11	YDX698016	112	1100
742	2013-08-10	2013-08-11	UMD255019	314	1010
743	2013-08-10	2013-08-11	ERZ333137	205	1001
744	2013-08-10	2013-08-11	BWM720022	505	1010
745	2013-08-10	2013-08-11	MOH975962	414	1001
746	2013-08-10	2013-08-11	DES604776	220	1011
747	2013-08-10	2013-08-12	CWE936540	316	2000
748	2013-08-10	2013-08-11	KRC827335	215	1001
749	2013-08-10	2013-08-11	LTA696511	107	1011
750	2013-08-10	2013-08-12	RNC522706	120	2021
751	2013-08-10	2013-08-11	ETG996216	204	0000
752	2013-08-10	2013-08-11	RWD694777	102	1000
753	2013-08-10	2013-08-11	KRD736739	103	1011
754	2013-08-10	2013-08-12	OAB835702	218	2002
755	2013-08-10	2013-08-11	SOC930382	411	1000
756	2013-08-10	2013-08-11	JOC683059	208	1000
757	2013-08-10	2013-08-11	ZCP317779	418	1000
758	2013-08-11	2013-08-12	CAW778777	401	1010
759	2013-08-11	2013-08-12	SZD605522	213	0010
760	2013-08-11	2013-08-12	RAT383412	116	1000
761	2013-08-11	2013-08-12	SKW695890	420	1001
762	2013-08-11	2013-08-12	LKK704580	210	1000
763	2013-08-11	2013-08-12	ZKK376476	315	1000
764	2013-08-11	2013-08-12	ZDJ606596	319	1101
765	2013-08-11	2013-08-12	CAA216727	403	0110
766	2013-08-11	2013-08-12	EAP109389	313	1011
767	2013-08-11	2013-08-13	SKE876070	104	2220
768	2013-08-11	2013-08-12	EAW243290	114	0100
769	2013-08-11	2013-08-12	SND420460	103	1100
770	2013-08-11	2013-08-14	YCF207355	418	3330
771	2013-08-11	2013-08-12	AWG102489	118	1010
772	2013-08-12	2013-08-13	MER148837	208	1010
773	2013-08-12	2013-08-13	MSS721093	216	1001
774	2013-08-12	2013-08-13	OBH109787	414	1001
775	2013-08-12	2013-08-13	DWG351339	405	1100
776	2013-08-12	2013-08-13	JTJ540833	309	1010
777	2013-08-12	2013-08-13	LCK883310	401	1101
778	2013-08-12	2013-08-13	CCW466888	419	1010
779	2013-08-12	2013-08-13	RZS222173	209	1000
780	2013-08-12	2013-08-13	EEE940235	201	1000
781	2013-08-12	2013-08-13	JZK824959	404	1100
782	2013-08-12	2013-08-16	SMC138367	314	4402
783	2013-08-12	2013-08-13	CCW216013	108	1011
784	2013-08-12	2013-08-13	CCW781151	308	1100
785	2013-08-12	2013-08-13	EDA946558	107	1110
786	2013-08-12	2013-08-13	WNC451331	202	1010
787	2013-08-12	2013-08-13	UYW535472	415	1100
788	2013-08-12	2013-08-14	OJW146495	402	2001
789	2013-08-12	2013-08-15	OIT932704	406	3330
790	2013-08-12	2013-08-14	ZNS756264	310	2000
791	2013-08-12	2013-08-13	DZB598447	105	1110
792	2013-08-12	2013-08-13	OBH310812	311	1010
793	2013-08-13	2013-08-14	LGF626328	306	1010
794	2013-08-13	2013-08-14	SOM831460	416	1010
795	2013-08-13	2013-08-14	ZCR184614	207	1010
796	2013-08-13	2013-08-14	DAS757969	116	1000
797	2013-08-13	2013-08-14	INR513643	410	1000
798	2013-08-13	2013-08-14	YNS984314	117	1100
799	2013-08-13	2013-08-14	ZZG126863	203	1010
800	2013-08-13	2013-08-14	LLK235742	305	1111
801	2013-08-13	2013-08-14	ATP151613	417	1000
802	2013-08-13	2013-08-14	NKF274491	307	1000
803	2013-08-13	2013-08-14	UCW965716	204	1110
804	2013-08-13	2013-08-14	RUD677291	412	1000
805	2013-08-13	2013-08-14	LRC327622	120	1011
806	2013-08-13	2013-08-14	KCE142262	304	1100
807	2013-08-13	2013-08-14	WTX332002	110	0110
808	2013-08-13	2013-08-14	HKC495112	211	1011
809	2013-08-13	2013-08-14	BCS506328	215	1100
810	2013-08-13	2013-08-14	RED349682	112	1011
811	2013-08-13	2013-08-14	WCM418622	102	1100
812	2013-08-13	2013-08-14	SNF152518	312	1101
813	2013-08-13	2013-08-14	DCH881398	214	1000
814	2013-08-13	2013-08-14	KKA225760	206	1110
815	2013-08-14	2013-08-15	ORM915203	119	1010
816	2013-08-14	2013-08-15	RNA995125	109	1100
817	2013-08-14	2013-08-15	CUS220377	409	1000
818	2013-08-14	2013-08-15	LNE835078	212	1001
819	2013-08-14	2013-08-15	TAE764889	106	1010
820	2013-08-14	2013-08-15	YKW809494	101	1010
821	2013-08-14	2013-08-15	EGA840950	420	1000
822	2013-08-14	2013-08-16	ANS205833	210	2000
823	2013-08-14	2013-08-15	EKJ132667	410	1000
824	2013-08-14	2013-08-16	JTE467625	411	2020
825	2013-08-14	2013-08-15	RFX666397	315	1000
826	2013-08-14	2013-08-16	RLK852394	113	2220
827	2013-08-14	2013-08-19	WKM558307	407	5052
828	2013-08-15	2013-08-16	TRW192264	413	1100
829	2013-08-15	2013-08-16	UMA338977	115	1000
830	2013-08-15	2013-08-16	RNK542437	408	1001
831	2013-08-15	2013-08-19	KTK945204	213	4400
832	2013-08-15	2013-08-16	CBS533238	205	1000
833	2013-08-15	2013-08-16	CTT337581	505	1110
834	2013-08-15	2013-08-16	WWS867410	118	1000
835	2013-08-16	2013-08-19	PND719903	315	3000
836	2013-08-16	2013-08-19	ZNJ707704	209	3000
837	2013-08-16	2013-08-17	BRH740956	411	1110
838	2013-08-16	2013-08-17	ONC804767	105	0001
839	2013-08-16	2013-08-17	CTW956680	120	1000
840	2013-08-16	2013-08-17	EGK457390	405	1010
841	2013-08-16	2013-08-22	SCM827327	307	0001
842	2013-08-16	2013-08-17	IAW575706	319	1100
843	2013-08-16	2013-08-18	JMD626914	106	2000
844	2013-08-16	2013-08-17	ACD504348	303	1001
845	2013-08-16	2013-08-19	OGG598700	302	3001
846	2013-08-16	2013-08-17	RRA325858	115	1110
847	2013-08-16	2013-08-17	LKJ964155	102	1000
848	2013-08-17	2013-08-18	LAA703384	314	1001
849	2013-08-17	2013-08-18	OPD420628	312	1100
850	2013-08-17	2013-08-18	EGJ400397	204	1001
851	2013-08-17	2013-08-18	OTC251529	206	0000
852	2013-08-17	2013-08-19	ANK629527	415	2200
853	2013-08-17	2013-08-18	ICH648336	220	1000
854	2013-08-17	2013-08-18	JNC170163	418	1000
855	2013-08-17	2013-08-20	RLD637163	309	3300
856	2013-08-17	2013-08-18	CKU965761	318	1000
857	2013-08-17	2013-08-18	WTC860360	112	1101
858	2013-08-18	2013-08-19	OTA219926	205	1100
859	2013-08-18	2013-08-19	JCS272810	107	1110
860	2013-08-18	2013-08-19	PAB977065	101	0000
861	2013-08-18	2013-08-19	DZE415897	216	1101
862	2013-08-18	2013-08-19	PNS219227	104	0100
863	2013-08-18	2013-08-19	NRU283449	108	1010
864	2013-08-18	2013-08-19	HCS812099	202	1010
865	2013-08-18	2013-08-21	NWT455912	215	0030
866	2013-08-18	2013-08-19	WUC331756	119	1100
867	2013-08-18	2013-08-20	CRG324398	207	2000
868	2013-08-18	2013-08-19	IRC248709	306	1010
869	2013-08-18	2013-08-19	OWD210571	116	1100
870	2013-08-18	2013-08-19	JRD545353	408	1110
871	2013-08-18	2013-08-21	OTH903193	403	0030
872	2013-08-18	2013-08-19	NTR753484	310	1110
873	2013-08-18	2013-08-19	IZA401141	219	1010
874	2013-08-18	2013-08-19	LWW790497	317	1010
875	2013-08-18	2013-08-19	LCU678420	111	1100
876	2013-08-18	2013-08-20	NAW526772	201	0000
877	2013-08-18	2013-08-19	ARB545678	404	1111
878	2013-08-18	2013-08-19	DRW790804	320	1001
879	2013-08-18	2013-08-19	SAK715848	214	1011
880	2013-08-19	2013-08-20	EME929646	301	1001
881	2013-08-19	2013-08-20	AGU366016	211	1100
882	2013-08-19	2013-08-20	SLW685781	407	1000
883	2013-08-19	2013-08-20	ERB839857	412	1000
884	2013-08-19	2013-08-20	HNM211767	413	1100
885	2013-08-19	2013-08-20	EFM850438	218	1000
886	2013-08-19	2013-08-20	NMZ567271	316	1000
887	2013-08-19	2013-08-20	OJW146495	213	1001
888	2013-08-19	2013-08-20	GJG348490	313	1011
889	2013-08-19	2013-08-20	RLK852394	416	1100
890	2013-08-19	2013-08-20	NME348579	103	1100
891	2013-08-19	2013-08-20	CWE936540	410	1010
892	2013-08-19	2013-08-20	KBA610895	308	1110
893	2013-08-19	2013-08-20	CRU699878	212	1110
894	2013-08-19	2013-08-20	GNH651812	203	1001
895	2013-08-19	2013-08-22	ANH308609	210	3330
896	2013-08-19	2013-08-20	EKM402045	419	1000
897	2013-08-19	2013-08-23	NTR753484	113	4000
898	2013-08-19	2013-08-20	EKS474398	217	1100
899	2013-08-19	2013-08-21	YDX698016	417	2222
900	2013-08-19	2013-08-21	WFH560860	304	2022
901	2013-08-19	2013-08-20	TTT120645	109	1010
902	2013-08-19	2013-08-20	ICX612585	420	1001
903	2013-08-20	2013-08-21	OWA866865	402	1110
904	2013-08-20	2013-08-21	ARS765497	117	1000
905	2013-08-20	2013-08-21	DND601846	406	1111
906	2013-08-20	2013-08-21	ACW464933	305	0010
907	2013-08-20	2013-08-21	ZOE487456	208	1000
908	2013-08-23	2013-08-24	SOE850213	311	1010
909	2013-08-22	2013-08-23	IWC228317	401	1111
910	2013-08-21	2013-08-22	HKC495112	409	1010
911	2013-08-21	2013-08-22	MOW573734	110	1010
912	2013-08-21	2013-08-22	TWJ280267	114	1000
913	2013-08-21	2013-08-22	CCE657591	414	0001
914	2013-08-21	2013-08-23	EMC583136	119	2020
915	2013-08-21	2013-08-23	ZCX143126	318	2002
916	2013-08-21	2013-08-23	JRS460017	107	2020
917	2013-08-21	2013-08-23	AMD206704	312	0002
918	2013-08-21	2013-08-23	STF452258	203	2200
919	2013-08-21	2013-08-22	BLP133931	208	1000
920	2013-08-21	2013-08-22	ODM448499	317	1010
921	2013-08-21	2013-08-22	SMK448208	311	1010
922	2013-08-21	2013-08-22	OBH310812	404	1110
923	2013-08-21	2013-08-22	JAF111211	212	1110
924	2013-08-22	2013-08-23	WTD477822	412	1000
925	2013-08-22	2013-08-23	NNB253694	417	1110
926	2013-08-22	2013-08-23	JTJ540833	411	1010
927	2013-08-22	2013-08-23	JAU314979	111	1010
928	2013-08-22	2013-08-24	OGX774178	403	2020
929	2013-08-22	2013-08-23	ZRD201664	201	1000
930	2013-08-22	2013-08-23	STM421808	310	1101
931	2013-08-22	2013-08-23	ISS721407	110	1111
932	2013-08-22	2013-08-24	IRC248709	307	2000
933	2013-08-22	2013-08-23	OZC559622	213	1110
934	2013-08-23	2013-08-24	EYD791158	418	1001
935	2013-08-23	2013-08-24	NKF274491	102	1001
936	2013-08-23	2013-08-24	JTE467625	320	1000
937	2013-08-23	2013-08-24	RLD637163	216	1011
938	2013-08-23	2013-08-24	NCM689382	217	1100
939	2013-08-23	2013-08-26	KLS689304	408	3003
940	2013-08-23	2013-08-25	EKJ132667	301	2000
941	2013-08-23	2013-08-26	TRW192264	114	3000
942	2013-08-23	2013-08-24	RZK588366	101	1011
943	2013-08-24	2013-08-25	EFM850438	308	1011
944	2013-08-24	2013-08-25	YKE138172	413	1000
945	2013-08-24	2013-08-25	RIG854360	406	1000
946	2013-08-24	2013-08-25	MAM505460	117	1110
947	2013-08-24	2013-08-27	LWM760764	104	3000
948	2013-08-24	2013-08-25	LRS264199	505	0110
949	2013-08-24	2013-08-25	BRU920481	210	1001
950	2013-08-24	2013-08-25	DAS757969	303	1100
951	2013-08-24	2013-08-29	KCE142262	112	5050
952	2013-08-24	2013-08-25	REC657172	415	1110
953	2013-08-25	2013-08-26	NBK531237	409	1110
954	2013-08-25	2013-08-26	AZM745127	410	1001
955	2013-08-25	2013-08-26	LCU678420	204	1010
956	2013-08-25	2013-08-26	GBC806236	315	1101
957	2013-08-25	2013-08-27	CTS964590	309	2200
958	2013-08-25	2013-08-26	ARW221417	113	1110
959	2013-08-25	2013-08-26	BRX296675	407	1000
960	2013-08-25	2013-08-27	WGC657062	416	2000
961	2013-08-25	2013-08-26	EAA964810	420	1100
962	2013-08-26	2013-08-27	BLR832522	304	1011
963	2013-08-26	2013-08-27	ZWB583579	211	1100
964	2013-08-26	2013-08-27	LRH249243	207	1000
965	2013-08-26	2013-08-27	URC730767	118	1001
966	2013-08-26	2013-08-27	IGC681225	402	1100
967	2013-08-26	2013-08-27	ACB892867	218	1101
968	2013-08-26	2013-08-27	RMR532011	414	1101
969	2013-08-26	2013-08-27	OTK325652	405	0000
970	2013-08-26	2013-08-28	MCM127068	209	2200
971	2013-08-26	2013-08-27	CMH328081	306	1101
972	2013-08-26	2013-08-28	SMC138367	215	2200
973	2013-08-26	2013-08-27	BKA599585	219	1000
974	2013-08-26	2013-08-27	EEW569821	116	1010
975	2013-08-26	2013-08-28	OLC411350	220	2000
976	2013-08-26	2013-08-27	LNE835078	319	1110
977	2013-08-26	2013-08-27	EKA102529	313	1010
978	2013-08-26	2013-08-27	UJC323388	205	1011
979	2013-08-26	2013-08-27	INR513643	316	1100
980	2013-08-27	2013-08-28	KKA225760	314	1010
981	2013-08-27	2013-08-28	DAE905064	206	1010
982	2013-08-27	2013-08-30	AWC857314	302	3301
983	2013-08-27	2013-08-28	DRT694737	305	1100
984	2013-08-27	2013-08-28	MER148837	214	0000
985	2013-08-27	2013-08-29	LRE534233	202	2200
986	2013-08-27	2013-08-28	WOA600490	105	1000
987	2013-08-27	2013-08-29	JOE181006	106	2220
988	2013-08-27	2013-08-28	DKT219262	103	1110
989	2013-08-27	2013-08-28	ARE827054	108	1100
990	2013-08-28	2013-08-29	PMS940809	120	1010
991	2013-08-28	2013-08-29	LMK150795	401	1100
992	2013-08-28	2013-08-29	ACC616316	109	1000
993	2013-08-28	2013-08-29	COR595349	115	1100
994	2013-08-28	2013-08-30	OBH109787	419	2020
995	2013-08-28	2013-08-31	DOD512683	409	3300
996	2013-08-28	2013-08-29	CAK316672	504	1000
997	2013-08-28	2013-08-29	KRD736739	416	1000
998	2013-08-28	2013-08-29	SNC354207	118	1000
999	2013-08-29	2013-08-30	LGE794849	311	1000
1000	2013-08-29	2013-08-30	OYE669390	202	1001
1001	2013-08-29	2013-08-30	CRG324398	320	1010
1002	2013-08-29	2013-08-30	KIA596943	106	1011
1003	2013-08-29	2013-08-30	ARC412835	208	1110
1004	2013-08-29	2013-08-30	DAA377706	503	0010
1005	2013-08-29	2013-08-30	RKJ710368	203	1011
1006	2013-08-29	2013-08-30	RRB633560	217	0101
1007	2013-08-29	2013-08-30	AAW596622	111	1000
1008	2013-08-29	2013-08-31	ENC548039	105	2200
1009	2013-08-29	2013-08-31	CNM331379	115	2021
1010	2013-08-29	2013-08-30	GMU219892	312	1010
1011	2013-08-30	2013-08-31	OZM653400	413	1110
1012	2013-08-30	2013-08-31	OFW124955	510	1000
1013	2013-08-30	2013-08-31	WYW987928	505	1111
1014	2013-08-30	2013-08-31	EDA946558	218	1100
1015	2013-08-30	2013-08-31	RRW210814	206	1010
1016	2013-08-30	2013-09-01	TRD149814	417	2020
1017	2013-08-30	2013-08-31	CKU965761	418	1110
1018	2013-08-30	2013-08-31	JOE247555	406	1000
1019	2013-08-31	2013-09-02	JRA585894	317	2020
1020	2013-08-31	2013-09-01	ECH159752	411	1110
1021	2013-08-31	2013-09-01	AIN410341	304	1000
1022	2013-08-31	2013-09-01	ZAM643581	108	1001
1023	2013-08-31	2013-09-03	ANJ474445	210	3001
1024	2013-08-31	2013-09-02	DRX138985	306	2220
1025	2013-08-31	2013-09-01	ALD140562	402	1010
1026	2013-08-31	2013-09-01	SOM831460	410	1010
1027	2013-08-31	2013-09-04	PNS219227	501	4001
1028	2013-08-31	2013-09-01	NZH105913	204	1000
